0Sort,Call U,mode,band,Output,Input,Call,mNemonic,Location,Service Area,S,ERP,HASL,T/O,Sp,Tone,Notes,Note2,Offset,absoff,sign,tsign,tdup,trpt,longditude,latitude,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank,TS
6-DV,VK5RWN C,DV,DST,147.0375,147.6375,VK5RWN C,-,Banksia Park,Adelaide (G),O,25,420,3,5ARG,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",138.748772,-34.813759,PF95ie94uq,1150445,261.3,260.2,650092.8,1562128.1,5,,
2-FM,VK6RAA 2,FM,2,146.8250,146.2250,VK6RAA,MtBark,Mt Barker,South Coast 6/15,X,25,450,5,6SR,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",117.647055,-34.655747,OF85ti72po,3077814,258.8,258.7,2472069.5,3437154.3,5,,
3-FM,VK6RAA 7,FM,7,439.9500,434.9500,VK6RAA,MtBark,Mt Barker,South Coast,O,25,450,5,6SR,-,54,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",117.647055,-34.655747,OF85ti72po,3077814,258.8,258.7,2472069.5,3437154.3,5,,
2-FM,VK6RAK 2,FM,2,147.0000,146.4000,VK6RAK,Kal,Kalgoorlie,Kalgoorlie,O,20,400,5,6RM,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",121.460216,-30.81675,PF09re53fx,2810975,268.6,268.8,2291195.2,3076076.1,5,,
3-FM,VK6RAL 7,FM,7,439.9500,434.9500,VK6RAL,Albany,Albany,Albany,O,25,-,-,6SR,-,54,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",117.894701,-35.024783,OF84wx74ib,3049902,258.1,258.0,2439181.1,3416778.2,5,,
4-FM,VK6RAP 6,FM,6,53.8000,52.8000,VK6RAP,PerSE1,Roleystone,Perth South East,O,20,350,5,WRG,-,11,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",116.05155,-32.100052,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,,
2-FM,VK6RAP 2,FM,2,146.7000,146.1000,VK6RAP,PerSE1,Roleystone,Perth South East,O,40,360,4,WRG,-,11,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",116.05155,-32.100052,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,,
3-FM,VK6RAP 7,FM,7,439.8000,434.8000,VK6RAP,PerSE1,Roleystone,Perth South East,O,50,360,5,WRG,123,11,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",116.05155,-32.100052,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,,
3-FM,VK6RAR 7,FM,7,439.9500,434.9500,VK6RAR,-,portable,Statewide WICEN,O,25,-,-,WWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK6RAV 2,FM,2,147.2750,147.8750,VK6RAV,-,Hoddy Well,Avon East,O,20,80,3,WRG,-,54,,0.600,0.600,"+",PLUS,DUP+,"+RPT",116.488988,-31.631042,OF88fi88qn,3247802,264.6,264.7,2685772.1,3545566.9,5,,
3-FM,VK6RAV 7,FM,7,438.5250,433.5250,VK6RAV,-,Hoddy Well,Avon East 7/17,P,-,-,-,WRG,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",116.488988,-31.631042,OF88fi88qn,3247802,264.6,264.7,2685772.1,3545566.9,5,,
6-DV,VK6RAV B,DV,DST,438.9250,433.9250,VK6RAV B,-,Hoddy Well,Avon East 7/17,P,-,-,-,WRG,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",116.488988,-31.631042,OF88fi88qn,3247802,264.6,264.7,2685772.1,3545566.9,5,,
2-FM,VK6RAW 2,FM,2,147.0000,146.4000,VK6RAW,Katnng,Fairfield,Katanning,O,25,400,5,WRG,-,54,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",117.521598,-33.793985,OF86se29ok,3104008,260.6,260.6,2511293.0,3445379.3,5,,
2-FM,VK6RBN 2,FM,2,147.3500,147.9500,VK6RBN,Busltn,Chapman Hill,Busselton,O,30,130,5,WRG,-,11,,0.600,0.600,"+",PLUS,DUP+,"+RPT",115.370163,-33.81447,OF76qe44km,3299794,259.9,259.9,2699989.4,3644603.3,5,,
3-FM,VK6RBN 7,FM,7,438.6750,433.6750,VK6RBN,Busltn,Chapman Hill,Busselton,O,-,130,-,WRG,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",115.370163,-33.81447,OF76qe44km,3299794,259.9,259.9,2699989.4,3644603.3,5,,
2-FM,VK6RBY 2,FM,2,146.6500,146.0500,VK6RBY,Bunbry,Harvey,Bunbury,O,25,20,5,6BRC,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",115.926023,-33.10002,OF76xv15cx,3263954,261.5,261.5,2676552.2,3593425.8,5,,
3-FM,VK6RBY 7,FM,7,438.6500,433.6500,VK6RBY,Bunbry,Harvey,Bunbury,O,25,20,5,6BRC,-,43,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",115.926023,-33.10002,OF76xv15cx,3263954,261.5,261.5,2676552.2,3593425.8,5,,
2-FM,VK6RCT 2,FM,2,147.2000,147.8000,VK6RCT,Cataby,Yandan Hill,Cataby,O,50,200,4,WRG,-,19,,0.600,0.600,"+",PLUS,DUP+,"+RPT",115.598169,-30.758363,OF79tf17sx,3354393,265.9,266.1,2802162.3,3636554.2,5,,
3-FM,VK6RCT 7,FM,7,438.5250,433.5250,VK6RCT,Cataby,Yandan Hill,Cataby 7/17,P,-,200,-,WRG,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",115.598169,-30.758363,OF79tf17sx,3354393,265.9,266.1,2802162.3,3636554.2,5,,
8-DMR,VK6RDM DMR,DV,DMR,439.8625,434.8625,VK6RDM,-,Perth,Perth,O,-,-,-,6ML,-,107,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",116.079888,-31.76876,OF88af95ol,3281847,264.2,264.3,2715764.8,3583553.8,5,,
2-FM,VK6REC 2,FM,2,147.1750,147.7750,VK6REC,Avon C,Wooroloo,Avon Central,O,25,300,3,6PK,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",116.362398,-31.792869,OF88ee39lr,3255211,264.3,264.3,2689994.5,3556698.7,5,,
2-FM,VK6REX 2,FM,2,146.8500,146.2500,VK6REX,Exmoth,Exmouth,North West,O,20,385,3,WNW,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",114.150467,-21.782254,OG78bf82bg,3863528,280.5,281.0,3444782.1,3974241.7,5,,
2-FM,VK6RFM 2,FM,2,146.9500,146.3500,VK6RFM,Freo,Bicton,Fremantle,O,10,65,3,WRG,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",115.787606,-32.026706,OF77vx43mo,3302078,263.6,263.6,2730672.8,3609845.6,5,,
8-DMR,VK6RGF DMR,DV,DMR,438.1250,433.1250,VK6RGF,-,Kalgoorlie,Kalgoorlie,O,25,-,5,6LS,-,107,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",121.472781,-30.765833,PF09rf66re,2811262,268.8,268.9,2292611.5,3075073.7,5,,
2-FM,VK6RGN 2,FM,2,147.0000,146.4000,VK6RGN,Grldtn,Geraldton,Geraldton,O,16,30,5,WGE,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",114.677445,-28.682937,OG71ih16hc,3507291,269.3,269.6,2983107.4,3750459.9,5,,
1-10M,VK6RHF 10,FM,10,29.6800,29.5800,VK6RHF,-,Leeming,Perth,O,50,300,3,WRG,179.9,10,11,-0.100,0.100,"-",MINUS,DUP-,"-RPT",116.052103,-32.077187,OF87aw61gl,3276480,263.6,263.6,2705394.5,3584652.1,5,,
2-FM,VK6RIC 2,FM,2,146.8750,146.2750,VK6RIC,-,portable,Statewide WICEN,O,-,-,-,WWN,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK6RKN 2,FM,2,147.3250,147.9250,VK6RKN,Keller,Kellerberrin,Kellerberrin,O,25,-,5,WRG,-,54,,0.600,0.600,"+",PLUS,DUP+,"+RPT",117.709847,-31.62278,OF88uj50em,3135505,265.2,265.3,2579361.9,3429895.6,5,,
2-FM,VK6RLM 2,FM,2,146.7500,146.1500,VK6RLM,PerSE2,Roleystone,Perth South East,O,20,350,4,WRG,-,54,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",116.049202,-32.101613,OF87av55vo,3276132,263.5,263.6,2704649.8,3584816.9,5,,
8-DMR,VK6RLM DMR,DV,DMR,438.5250,431.5250,VK6RLM,-,Roleystone,Perth South East,O,-,-,-,WRG,-,107,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",116.049202,-32.101613,OF87av55vo,3276132,263.5,263.6,2704649.8,3584816.9,5,,
6-DV,VK6RLX B,DV,DST,438.1500,432.7500,VK6RLX B,-,Gosnells,Gosnells (G),O,50,20,5,6XLR,-,,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",115.988033,-32.074446,OF77xw82nd,3282440,263.5,263.6,2711128.4,3590708.7,5,,
6-DV,VK6RLX C,DV,DST,146.8625,145.2625,VK6RLX C,-,Gosnells,Gosnells (G),O,50,20,5,6XLR,-,,,-1.600,1.600,"-",MINUS,DUP-,"-RPT",115.988033,-32.074446,OF77xw82nd,3282440,263.5,263.6,2711128.4,3590708.7,5,,
2-FM,VK6RMJ 2,FM,2,147.1500,147.7500,VK6RMJ,Manji,Manjimup,Manjimup,O,25,150,5,6FN,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",115.985338,-34.220367,OF75xs87fc,3236102,259.3,259.2,2632226.5,3588205.9,5,,
2-FM,VK6RMS 2,FM,2,147.2500,147.8500,VK6RMS,MtSdbk,Mt Saddleback,Boddington,O,20,590,4,WRG,-,11,54,0.600,0.600,"+",PLUS,DUP+,"+RPT",116.450861,-32.964855,OF87fa48ck,3218874,261.9,262.0,2635445.5,3544593.4,5,,
3-FM,VK6RMS 7,FM,7,438.5250,433.5250,VK6RMS,-,Boddington,Boddington 7/17,P,-,-,-,WRG,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",116.450861,-32.964855,OF87fa48ck,3218874,261.9,262.0,2635445.5,3544593.4,5,,
2-FM,VK6RMW 2,FM,2,146.9000,146.3000,VK6RMW,MtWilm,Mt William,Mandurah,O,20,520,4,WRG,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",116.023875,-32.937985,OF87ab24uv,3258585,261.8,261.9,2674005.4,3584557.9,5,,
3-FM,VK6RNA 7,FM,7,438.7250,433.7250,VK6RNA,-,Wanneroo,Perth,O,40,230,4,6RNA,123,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",115.819357,-31.755398,OF78vf88hq,3306178,264.1,264.2,2739163.1,3608278.8,5,,
2-FM,VK6RNC 2,FM,2,146.6250,146.0250,VK6RNC,PerNth,Landsdale,Perth North,O,50,100,4,6NC,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",115.878426,-31.809094,OF78we55jt,3299334,264.0,264.1,2731731.1,3602391.8,5,,
2-FM,VK6RNR 2,FM,2,146.6750,146.0750,VK6RNR,NthHmp,Northampton,Northampton,O,25,-,-,WGE,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",114.65076,-28.236605,OG71hs83cf,3525979,270.1,270.4,3008740.5,3760254.4,5,,
3-FM,VK6RNS 7,FM,7,439.9250,434.9250,VK6RNS,-,Whiteman Park,Perth N suburbs 6/15,U,40,70,5,6NC,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK6ROO 2,FM,2,146.7750,146.1750,VK6ROO,Geldtn,Geraldton,Geraldton,O,50,-,-,WGE,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",114.601483,-28.776359,OG71hf23eq,3510995,269.1,269.4,2984873.0,3756369.6,5,,
2-FM,VK6ROT 2,FM,2,147.0750,147.6750,VK6ROT,Rotto,Rottnest Is,Perth Coast 6/15,X,50,55,5,6MHZ,-,19,,0.600,0.600,"+",PLUS,DUP+,"+RPT",115.524824,-32.000023,OF77sx29xx,3326919,263.5,263.6,2754830.2,3634782.0,5,,
3-FM,VK6ROT 7,FM,7,439.7000,434.7000,VK6ROT,Rotto,Rottnest Is,Perth Coast,O,20,55,5,6ZTN,-,19,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",115.524824,-32.000023,OF77sx29xx,3326919,263.5,263.6,2754830.2,3634782.0,5,,
6-DV,VK6ROX B,DV,DST,438.1250,432.7250,VK6ROX B,-,East Fremantle,Fremantle (G),O,10,-,5,6SKY,-,,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",115.775254,-32.045352,OF77vw39ac,3302739,263.5,263.6,2730991.8,3610920.5,5,,
2-FM,VK6RPT 2,FM,2,147.0250,147.6250,VK6RPT,-,portable,Statewide,O,-,-,-,WRG,-,88,,0.600,0.600,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
3-FM,VK6RPT 7,FM,7,438.0250,433.0250,VK6RPT,-,portable,Statewide,O,20,-,10,WRG,-,88,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
8-DMR,VK6RRR DMR,DV,DMR,438.2000,432.8000,VK6RRR,Lesmrd,Kalamunda,Lesmurdie,O,-,-,-,6ZTN,-,107,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",116.040789,-31.968288,OF88aa47vo,3280284,263.8,263.9,2710868.4,3586227.8,5,,
2-FM,VK6RSH 2,FM,2,146.9750,146.3750,VK6RSH,-,portable,Statewide,O,10,-,5,6SH,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK6RTH 2,FM,2,146.8000,146.2000,VK6RTH,PerNE,Tic Hill,Perth North East,O,60,230,4,WRG,-,19,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",116.063938,-31.825768,OF88ae71qt,3281828,264.1,264.2,2714769.4,3584758.8,5,,
9-C4FM,VK6RTH 4,DV,C4FM,146.8000,146.2000,VK6RTH,PerNE,Tic Hill,Perth North East,O,60,230,4,WRG,-,19,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",116.063938,-31.825768,OF88ae71qt,3281828,264.1,264.2,2714769.4,3584758.8,5,,
3-FM,VK6RTH 7,FM,7,438.2250,433.2250,VK6RTH,PerNE,Tic Hill,Perth North East,O,40,230,4,WRG,-,19,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",116.063938,-31.825768,OF88ae71qt,3281828,264.1,264.2,2714769.4,3584758.8,5,,
2-FM,VK6RTP 2,FM,2,146.6250,146.0250,VK6RTP,TomPrc,Tom Price,Tom Price,O,50,1128,5,6DF,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",117.761163,-22.719237,OG87vg17ij,3486635,281.9,282.4,3088878.3,3588029.4,5,,
6-DV,VK6RWN A,DV,DST,1273.9000,1293.9000,VK6RWN A,-,Roleystone,Perth (G) 6/15,X,10,350,3,WRG,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",116.05155,-32.100052,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,,
6-DV,VK6RWN AD,DV,DST,1298.3000,1298.3000,VK6RWN AD,-,Roleystone,Perth (G),O,10,350,-,WRG,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",116.05155,-32.100052,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,,
6-DV,VK6RWN B,DV,DST,438.1750,432.7750,VK6RWN B,-,Roleystone,Perth (G),O,25,350,3,WRG,-,79,96,-5.400,5.400,"-",MINUS,DUP-,"-RPT",116.05155,-32.100052,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,,
6-DV,VK6RWN C,DV,DST,146.8375,146.2375,VK6RWN C,-,Roleystone,Perth (G),O,25,350,3,WRG,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",116.05155,-32.100052,OF87av65ex,3275956,263.5,263.6,2704507.6,3584602.4,5,,
2-FM,VK6RWR 2,FM,2,146.7000,146.1000,VK6RWR,WickHm,Wickham,North West,O,20,80,-,WNW,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",117.130926,-20.673718,OG89nh58rh,3654992,284.7,285.3,3284979.9,3720280.1,5,,
4-FM,VK7RAA 6,FM,6,53.8750,52.8750,VK7RAA,-,Mt Arthur,N Tasmania 6/15,P,50,1400,3,7TAZ,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",147.283039,-41.274031,QE38pr34xf,891867,201.7,196.8,432550.5,1577626.8,5,,
2-FM,VK7RAA 2,FM,2,147.0000,146.4000,VK7RAA,-,Mt Arthur,N Tasmania,O,100,1400,5,7TAZ,-,59,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",147.283039,-41.274031,QE38pr34xf,891867,201.7,196.8,432550.5,1577626.8,5,,
8-DMR,VK7RAA DMR,DV,DMR,438.4125,433.4125,VK7RAA,-,Mt Arthur,N Tasmania,O,-,-,-,7JD,-,107,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.283039,-41.274031,QE38pr34xf,891867,201.7,196.8,432550.5,1577626.8,5,,
3-FM,VK7RAB 7,FM,7,438.5500,433.5500,VK7RAB,-,portable,Tasmania,O,50,1190,3,7TAZ,-,60,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
2-FM,VK7RAC 2,FM,2,147.3750,147.9750,VK7RAC,-,Table Cape,NW Tasmania,O,40,150,3,7DC,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.720715,-40.952269,QE29ub61lk,923747,210.1,205.5,354395.3,1598888.7,5,,
3-FM,VK7RAC 7,FM,7,438.6500,433.6500,VK7RAC,-,Table Cape,NW Tasmania,O,25,150,5,7DC,141.3,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.720715,-40.952269,QE29ub61lk,923747,210.1,205.5,354395.3,1598888.7,5,,
4-FM,VK7RAD 6,FM,6,53.8250,52.8250,VK7RAD,-,Queens Domain,Derwent Valley,O,30,140,8,7OTC,-,17,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",147.310387,-42.846518,QE37pd76fu,1052945,197.7,193.6,593118.1,1740722.6,5,,
2-FM,VK7RAD 2,FM,2,146.7000,146.1000,VK7RAD,-,Queens Domain,Hobart,O,100,140,3,7OTC,141.3,61,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",147.310387,-42.846518,QE37pd76fu,1052945,197.7,193.6,593118.1,1740722.6,5,,
2-FM,VK7RAD 2,FM,2,147.9750,147.3750,VK7RAD,-,Queens Domain,Hobart,O,100,140,40,7OTC,141.3,62,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",147.310387,-42.846518,QE37pd76fu,1052945,197.7,193.6,593118.1,1740722.6,5,,
2-FM,VK7RAF 2,FM,2,146.6500,146.0500,VK7RAF,-,Mt Faulkner,Hobart,O,50,900,3,7OB,123,60,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",147.19151,-42.792233,QE37oe29xu,1050691,198.3,194.2,584129.0,1738267.5,5,,
3-FM,VK7RAF 7,FM,7,438.5500,433.5500,VK7RAF,-,Mt Faulkner,Hobart,O,-,900,-,7OB,-,60,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.19151,-42.792233,QE37oe29xu,1050691,198.3,194.2,584129.0,1738267.5,5,,
2-FM,VK7RAK 2,FM,2,146.8000,146.2000,VK7RAK,-,Gagebrook,NW Hobart,O,-,-,-,7HDM,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",147.266427,-42.740275,QE37pg12xi,1043126,198.1,194.0,580802.1,1730776.3,5,,
3-FM,VK7RAK 7,FM,7,438.7000,433.7000,VK7RAK,-,Gagebrook,Hobart,O,40,100,-,7HDM,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.266427,-42.740275,QE37pg12xi,1043126,198.1,194.0,580802.1,1730776.3,5,,
3-FM,VK7RAL 7,FM,7,439.9000,434.9000,VK7RAL,-,Companion Hill,Hampshire,O,50,825,5,7TAZ,141.3,59,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.728188,-41.341217,QE28up78jc,959763,208.6,204.2,397017.4,1637177.2,5,,
3-FM,VK7RBH 7,FM,7,438.0500,433.0500,VK7RBH,-,Ben Lomond,North East Tasmania,O,25,1570,10,7TAZ,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.658814,-41.533067,QE38tl92bb,906286,199.1,194.3,472971.3,1593564.9,5,,
2-FM,VK7RBI 2,FM,2,147.3000,147.3000,VK7RBI,-,Alonnah,SE Tasmania 10/17,U,-,-,3,7OTC,114.8,61,,0.000,0.000,"+",PLUS,DUP+,"+RPT",,,,,,,,,5,,
4-FM,VK7RCH 6,FM,6,53.7000,52.7000,VK7RCH,-,Roberts Bluff,Kaoota,O,50,710,5,7HH,-,19,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",146.960276,-42.844726,QE37ld57fg,1062990,199.1,195.1,583642.4,1750207.0,5,,
3-FM,VK7RCH 7,FM,7,438.5750,433.5750,VK7RCH,-,Grey Mtn,Huon and Channel,O,50,821,5,7HH,123,59,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.960276,-42.844726,QE37ld57fg,1062990,199.1,195.1,583642.4,1750207.0,5,,
2-FM,VK7RCR 2,FM,2,147.8750,146.0750,VK7RCR,-,Lenah Valley,Hobart 6/15,X,20,220,2,7ZCR,123,96,,-1.800,1.800,"-",MINUS,DUP-,"-RPT",147.277901,-42.86165,QE37pd33ie,1055438,197.8,193.7,593778.8,1743184.8,5,,
3-FM,VK7RCR 7,FM,7,438.5250,433.5250,VK7RCR,-,Lenah Valley,Hobart,O,20,220,2,7ZCR,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.277901,-42.86165,QE37pd33ie,1055438,197.8,193.7,593778.8,1743184.8,5,,
8-DMR,VK7RCR DMR,DV,DMR,438.5250,433.5250,VK7RCR,-,Lenah Valley,Hobart,O,-,-,-,7ZCR,-,107,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.277901,-42.86165,QE37pd33ie,1055438,197.8,193.7,593778.8,1743184.8,5,,
6-DV,VK7RCR C,DV,DST,146.9625,146.3625,VK7RCR C,LenahV,Lenah Valley,Hobart,O,20,160,2,7ZCR,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",147.277901,-42.86165,QE37pd33ie,1055438,197.8,193.7,593778.8,1743184.8,5,,
3-FM,VK7RDR 7,FM,7,439.7750,434.7750,VK7RDR,-,Dazzler Range,Northern Tasmania,O,70,155,5,TNA,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.719314,-41.23523,QE38is63hn,908463,204.5,199.8,408549.0,1591585.2,5,,
3-FM,VK7RDS 7,FM,7,439.7500,434.7500,VK7RDS,-,Mt Nelson,Hobart,O,30,280,4,7SD,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.316426,-42.919535,QE37pb79xh,1060397,197.5,193.5,600899.0,1748223.5,5,,
2-FM,VK7REC 2,FM,2,146.9000,146.3000,VK7REC,-,Snow Hill,East Coast 6/15,X,30,970,-,7TAZ,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",147.835645,-41.915819,QE38wc00ge,941025,197.3,192.7,517197.4,1628902.5,5,,
3-FM,VK7REC 7,FM,7,439.7000,434.7000,VK7REC,-,Snow Hill,East Coast,O,-,970,-,7TAZ,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.835645,-41.915819,QE38wc00ge,941025,197.3,192.7,517197.4,1628902.5,5,,
1-10M,VK7RHF 10,FM,10,29.6800,29.5800,VK7RHF,-,Roberts Bluff,Kaoota,O,50,710,5,7HH,91.5,19,,-0.100,0.100,"-",MINUS,DUP-,"-RPT",147.314885,-42.919846,QE37pb79sf,1060473,197.5,193.5,600888.1,1748297.4,5,,
2-FM,VK7RHT 2,FM,2,146.8500,146.2500,VK7RHT,-,Snug Tiers,Channel,O,100,370,40,7OTC,-,61,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",147.209459,-43.092652,QE36ov57ds,1081452,197.6,193.6,616138.7,1769252.7,5,,
3-FM,VK7RIN 7,FM,7,438.5000,433.5000,VK7RIN,-,Barren Tier,Central Tasmania,O,25,1200,-,7TAZ,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.75519,-42.018302,QE37jx05oo,985317,202.0,197.7,491134.1,1670688.6,5,,
1-10M,VK7RMD 10,FM,10,29.6300,29.5300,VK7RMD,-,Mt Duncan,NW Tasmania 6/15,P,30,600,3,7NW,-,,,-0.100,0.100,"-",MINUS,DUP-,"-RPT",146.035604,-41.194584,QE38at43gh,932427,207.8,203.2,386377.9,1611239.5,5,,
4-FM,VK7RMD 6,FM,6,53.8000,52.8000,VK7RMD,-,Mt Duncan,NW Tasmania 3/17,X,40,600,10,7NW,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",146.035604,-41.194584,QE38at43gh,932427,207.8,203.2,386377.9,1611239.5,5,,
2-FM,VK7RMD 2,FM,2,146.6250,146.0250,VK7RMD,-,Mt Duncan,NW Tasmania 3/17,X,30,600,5,7NW,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",146.035604,-41.194584,QE38at43gh,932427,207.8,203.2,386377.9,1611239.5,5,,
3-FM,VK7RMD 7,FM,7,438.6000,433.6000,VK7RMD,-,Mt Duncan,NW Tasmania,O,40,600,10,7NW,141.3,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.035604,-41.194584,QE38at43gh,932427,207.8,203.2,386377.9,1611239.5,5,,
3-FM,VK7RML 7,FM,7,439.9500,434.9500,VK7RML,-,Mt Lloyd,Derwent Valley,O,50,932,5,7HH,141.3,59,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",146.960276,-42.844726,QE37ld57fg,1062990,199.1,195.1,583642.4,1750207.0,5,,
2-FM,VK7RNW 2,FM,2,146.7500,146.1500,VK7RNW,-,Ulverstone West,Central North Coast,O,30,160,5,7NW,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",146.120952,-41.125996,QE38bu49ms,922214,207.7,203.0,380836.6,1601276.6,5,,
6-DV,VK7RRR B,DV,DST,438.1250,432.7250,VK7RRR B,-,Richmond,SE Tasmania (G),O,25,-,3,7RRR,-,96,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",147.421662,-42.742501,QE37rg01ot,1038977,197.4,193.3,585595.1,1726826.1,5,,
3-FM,VK7RTC 7,FM,7,439.8250,434.8250,VK7RTC,-,Mt Wellington,Hobart,O,50,1271,5,7TAZ,91.5,59,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.116136,-43.091506,QE36nv38wa,1083970,198.0,194.0,613628.2,1771653.4,5,,
4-FM,VK7RTV 6,FM,6,53.7750,52.7750,VK7RTV,-,Gawler,Central NW Coast,O,50,155,7.5,TNA,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",146.154779,-41.200655,QE38bt81nu,927912,207.2,202.6,389585.1,1607552.3,5,,
2-FM,VK7RTV 2,FM,2,146.7750,146.1750,VK7RTV,-,Stowport,Central NW Coast,O,70,155,5,TNA,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",146.154779,-41.200655,QE38bt81nu,927912,207.2,202.6,389585.1,1607552.3,5,,
A-ATV,VK7RTV ATV,FM,ATV,446.500,1250.000,VK7RTV,-,Gawler,Central NW Coast 6/15,P,10,155,30,TNA,-,90,,803.500,803.500,"+",PLUS,DUP+,"+RPT",146.154779,-41.200655,QE38bt81nu,927912,207.2,202.6,389585.1,1607552.3,5,,
