0Sort,Call U,mode,band,Output,Input,Call,mNemonic,Location,Service Area,S,ERP,HASL,T/O,Sp,Tone,Notes,Note2,Offset,absoff,sign,tsign,tdup,trpt,longditude,latitude,maidenhead,distsyd,dirsyd,dirkat,distmel,disttmb,txpower,bank,TS
3-FM,VK2RSW 7,FM,7,439.7750,434.7750,VK2RSW,-,Blaxland,Lower Blue Mtns,O,-,-,-,2NAB,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",150.633524,-33.750301,QF56hf69aw,54740,283.6,96.8,682031.1,691979.9,5,,
2-FM,VK2RTD 2,FM,2,146.8000,146.2000,VK2RTD,Kendal,Mt Kendall,Tumut area,O,25,933,3,2WG,91.5,25,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.009957,-35.495522,QF44am11eb,344180,237.5,226.3,374243.4,971329.3,5,,
3-FM,VK2RTG 7,FM,7,439.3000,434.3000,VK2RTG,-,Kariong,Gosford RTTY/SSTV 6/15,T,10,220,10,2EH,-,23,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.297295,-33.439521,QF56pn54qm,48223,9.9,71.7,750740.1,640118.9,5,,
A-ATV,VK2RTG ATV,FM,ATV,444.250,1250.000,VK2RTG,-,Kariong,Gosford,O,-,220,-,2EH,-,91,,805.750,805.750,"+",PLUS,DUP+,"+RPT",151.297295,-33.439521,QF56pn54qm,48223,9.9,71.7,750740.1,640118.9,5,,
2-FM,VK2RTM 2,FM,2,146.7500,146.1500,VK2RTM,-,Mt Crawney,Tamworth/Muswellbrook,O,50,1361,-,2BTW,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",150.99258,-31.58758,QF58lj98cx,253677,355.4,15.4,883616.5,458049.7,5,,
2-FM,VK2RTS 2,FM,2,147.3250,147.9250,VK2RTS,Lawsn2,Lawson,Blue Mtns,O,25,-,5,2FKO,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",150.444899,-33.710693,QF56fg39jk,72764,283.6,86.3,672395.7,694154.0,5,,
A-ATV,VK2RTS ATV,FM,ATV,1250.000,444.250,VK2RTS,Lawsn2,Lawson,Blue Mtns,O,300,370,30,2FKO,-,90,92,-805.750,805.750,"-",MINUS,DUP-,"-RPT",150.444899,-33.710693,QF56fg39jk,72764,283.6,86.3,672395.7,694154.0,5,,
A-ATV,VK2RTV ATV,FM,ATV,-,2439.000,VK2RTV,-,St Leonards,Sydney 6/15,X,400,65,-,2TVG,-,,,,,,,,,151.189719,-33.821258,QF56oe22sv,5424,342.1,98.2,715403.0,683580.3,5,,
A-ATV,VK2RTV ATV,FM,ATV,-,444.250,VK2RTV,-,St Leonards,Sydney 6/15,X,400,65,-,2TVG,-,,,,,,,,,151.189719,-33.821258,QF56oe22sv,5424,342.1,98.2,715403.0,683580.3,5,,
3-FM,VK2RTW 7,FM,7,438.0250,433.0250,VK2RTW,-,Willans Hill,Wagga 6/17,X,25,372,3,2WG,91.5,25,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.372242,-35.132724,QF34qu48qd,379134,247.2,239.0,367235.8,969333.6,5,,
3-FM,VK2RTW 7,FM,7,439.8000,434.8000,VK2RTW,-,Wagga Wagga,Wagga Wagga 6/17,X,-,-,-,2WG,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",147.372242,-35.132724,QF34qu48qd,379134,247.2,239.0,367235.8,969333.6,5,,
2-FM,VK2RTZ 2,FM,2,146.7750,146.1750,VK2RTZ,SugarL,Sugarloaf Range,Newcastle,O,83,442,3,2ATZ,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",151.515857,-32.944671,QF57sb13vg,106321,15.7,53.0,803121.7,581787.4,5,,
5-FM,VK2RTZ 23,FM,23,1273.1000,1293.1000,VK2RTZ,SugarL,Sugarloaf Range,Lower Hunter,O,83,442,3,2ATZ,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",151.515857,-32.944671,QF57sb13vg,106321,15.7,53.0,803121.7,581787.4,5,,
3-FM,VK2RUM 7,FM,7,438.6250,433.6250,VK2RUM,-,Merewether,Newcastle,O,5,50,3,2FA,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.748091,-32.95177,QF57ub91sn,113350,26.5,58.0,818299.7,577271.0,5,,
2-FM,VK2RUW 2,FM,2,146.6750,146.0750,VK2RUW,Nites1,Knights Hill,Wgong Sth - Shoalhaven,O,50,920,5,2AMW,-,21,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",150.697311,-34.618243,QF55ij31qo,95606,209.3,160.3,625087.4,781246.9,5,,
2-FM,VK2RUW 2,FM,2,146.9750,146.3750,VK2RUW,Nites2,Knights Hill,Wollongong 5/17,P,50,920,5,2AMW,-,50,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",150.697311,-34.618243,QF55ij31qo,95606,209.3,160.3,625087.4,781246.9,5,,
2-FM,VK2RWB 2,FM,2,147.2000,147.8000,VK2RWB,GwynH,Gwynne Hill,Yarrawonga WICEN,O,80,250,5,NWN,123,19,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.884426,-35.912473,QF24wc61da,536767,243.5,237.7,226222.7,1119997.7,5,,
3-FM,VK2RWB 7,FM,7,439.6500,434.6500,VK2RWB,GwynH,Gwynne Hill,Yarrawonga WICEN,O,80,250,5,NWN,123,19,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.884426,-35.912473,QF24wc61da,536767,243.5,237.7,226222.7,1119997.7,5,,
2-FM,VK2RWC 2,FM,2,147.1500,147.7500,VK2RWC,Chats1,Chatswood,Sydney WICEN,O,40,140,0.5,NWN,91.5,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",151.146926,-33.620876,QF56nj70px,27961,348.4,82.3,726919.7,663325.8,5,,
5-FM,VK2RWC 23,FM,23,1273.2000,1293.2000,VK2RWC,Chats1,Chatswood,Sydney,O,30,140,2,NWN,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",151.146926,-33.620876,QF56nj70px,27961,348.4,82.3,726919.7,663325.8,5,,
2-FM,VK2RWG 2,FM,2,146.7500,146.1500,VK2RWG,WOF,Wheel of Fortune,Wagga,O,25,496,3,2WG,91.5,25,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",147.55937,-35.049858,QF34sw78ca,359933,247.6,238.9,384671.7,952002.4,5,,
2-FM,VK2RWH 2,FM,2,147.1500,147.7500,VK2RWH,Nwcsle,Newcastle,Lower Hunter WICEN,O,-,-,-,NWN,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",151.515456,-32.917428,QF57sb19ut,109225,15.3,52.0,805200.4,578881.9,5,,
3-FM,VK2RWH 7,FM,7,439.6250,434.6250,VK2RWH,Nwcsle,Newcastle,Lower Hunter WICEN,O,-,-,-,NWN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.515456,-32.917428,QF57sb19ut,109225,15.3,52.0,805200.4,578881.9,5,,
1-10M,VK2RWI 10,FM,10,29.6500,29.5500,VK2RWI,Dural,Dural,Sydney 6/15,X,25,240,-,2WI,-,,,-0.100,0.100,"-",MINUS,DUP-,"-RPT",151.055463,-33.698742,QF56mh62ph,23462,323.0,88.4,714843.6,674046.0,5,,
4-FM,VK2RWI 6,FM,6,53.8500,52.8500,VK2RWI,Dural,Dural,Sydney,O,25,240,3.5,2WI,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",151.055463,-33.698742,QF56mh62ph,23462,323.0,88.4,714843.6,674046.0,5,,
2-FM,VK2RWI 2,FM,2,147.0000,146.4000,VK2RWI,Dural,Dural,Sydney,O,120,240,3.5,2WI,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",151.055463,-33.698742,QF56mh62ph,23462,323.0,88.4,714843.6,674046.0,5,,
3-FM,VK2RWI 7,FM,7,438.5250,433.5250,VK2RWI,Dural,Dural,Sydney,O,25,240,3.5,2WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.055463,-33.698742,QF56mh62ph,23462,323.0,88.4,714843.6,674046.0,5,,
3-FM,VK2RWI 7,FM,7,438.6000,433.6000,VK2RWI,Dural1,Dural,Sydney 6/15,X,20,240,3,2WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.055463,-33.698742,QF56mh62ph,23462,323.0,88.4,714843.6,674046.0,5,,
3-FM,VK2RWI 7,FM,7,439.9000,434.9000,VK2RWI,Dural2,Dural,Sydney 6/15,P,25,240,-,2WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",151.055463,-33.698742,QF56mh62ph,23462,323.0,88.4,714843.6,674046.0,5,,
5-FM,VK2RWI 23,FM,23,1273.5000,1293.5000,VK2RWI,Dural,Dural,Sydney,O,10,240,3,2WI,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",151.055463,-33.698742,QF56mh62ph,23462,323.0,88.4,714843.6,674046.0,5,,
2-FM,VK2RWK 2,FM,2,147.1500,147.7500,VK2RWK,KurraJ,Kurrajong Heights,Blue Mtns WICEN,O,-,-,-,NWN,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",150.62693,-33.523583,QF56hl54fi,66009,305.2,54.0,698982.2,668662.9,5,,
3-FM,VK2RWK 7,FM,7,439.8250,434.8250,VK2RWK,KurraJ,Kurrajong,NW Sydney,O,-,-,-,NWN,91.5,80,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",150.62693,-33.523583,QF56hl54fi,66009,305.2,54.0,698982.2,668662.9,5,,
7-P25,VK2RWK P25,DV,P25,439.8250,434.8250,VK2RWK,KurraJ,Kurrajong,NW Sydney,O,-,-,-,NWN,91.5,80,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",150.62693,-33.523583,QF56hl54fi,66009,305.2,54.0,698982.2,668662.9,5,,
2-FM,VK2RWM 2,FM,2,147.1000,147.7000,VK2RWM,Warrad,Mt Warraderry,Grenfell,O,100,575,3,2XAQ,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",148.137425,-33.835834,QF46bd69lj,284152,269.9,265.7,525996.9,811646.3,5,,
3-FM,VK2RWM 7,FM,7,438.3250,433.3250,VK2RWM,Warrad,Mt Warraderry,Grenfell,O,25,575,3,2XAQ,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",148.137425,-33.835834,QF46bd69lj,284152,269.9,265.7,525996.9,811646.3,5,,
6-DV,VK2RWN A,DV,DST,1273.9000,1293.9000,VK2RWN A,-,Terrey Hills,Sydney (G) 6/15,P,25,-,3,2MB,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",151.222351,-33.692908,QF56oh63qq,19445,4.0,88.4,726930.9,669056.9,5,,
6-DV,VK2RWN AD,DV,DST,1298.7000,1298.7000,VK2RWN AD,-,Terrey Hills,Sydney (G) 6/15,P,25,-,-,2MB,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",151.222351,-33.692908,QF56oh63qq,19445,4.0,88.4,726930.9,669056.9,5,,
6-DV,VK2RWN B,DV,DST,438.4000,433.0000,VK2RWN B,-,Terrey Hills,Sydney (G),O,25,-,3,2MB,-,79,96,-5.400,5.400,"-",MINUS,DUP-,"-RPT",151.222351,-33.692908,QF56oh63qq,19445,4.0,88.4,726930.9,669056.9,5,,
6-DV,VK2RWN C,DV,DST,146.9625,146.3625,VK2RWN C,-,Terrey Hills,Sydney (G),O,25,-,3,2MB,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",151.222351,-33.692908,QF56oh63qq,19445,4.0,88.4,726930.9,669056.9,5,,
2-FM,VK2RWP 2,FM,2,146.8250,146.2250,VK2RWP,WolumP,Wolumla Peak,Bega-Far Sth Coast 6/15,T,50,770,3.5,2CRN,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",149.728115,-36.864455,QF43ud72im,358619,201.6,188.4,434593.4,1045349.6,5,,
3-FM,VK2RWP 7,FM,7,439.9000,434.9000,VK2RWP,WolumP,Wolumla Peak,Bega,O,-,-,-,2CRN,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",149.728115,-36.864455,QF43ud72im,358619,201.6,188.4,434593.4,1045349.6,5,,
2-FM,VK2RWR 2,FM,2,147.0750,147.6750,VK2RWR,Moona,Moona Trig,Walcha,O,50,1336,3,NWR,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",151.88983,-31.039903,QF58wx60sk,320086,11.7,27.1,983873.6,369240.6,5,,
2-FM,VK2RWS 2,FM,2,147.1750,147.7750,VK2RWS,-,portable,Statewide WICEN,O,-,-,-,NWN,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",151.131552,-33.78341,QF56nf51sx,11719,323.0,95.6,714008.1,681023.7,5,,
3-FM,VK2RWS 7,FM,7,438.2750,432.8750,VK2RWS,-,Berowra North,Sydney,O,-,-,-,NWN,91.5,80,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",151.131552,-33.78341,QF56nf51sx,11719,323.0,95.6,714008.1,681023.7,5,,
7-P25,VK2RWS P25,DV,P25,438.2750,432.8750,VK2RWS,-,Berowra North,Sydney,O,-,-,-,NWN,91.5,80,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",151.131552,-33.78341,QF56nf51sx,11719,323.0,95.6,714008.1,681023.7,5,,
2-FM,VK2RYL 2,FM,2,147.2250,147.8250,VK2RYL,BaldM,Bald Mtn,Rylstone,O,120,983,4,2LE,-,31,,0.600,0.600,"+",PLUS,DUP+,"+RPT",150.017541,-32.690949,QF57ah24ce,171255,319.3,346.6,730542.0,609288.3,5,,
2-FM,VK2RZL 2,FM,2,146.8750,146.2750,VK2RZL,Muswel,Mt Arthur,Muswellbrook,O,10,-,0.5,2ATZ,123,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",150.858396,-32.363013,QF57kp32av,170044,348.8,19.0,808361.7,541349.9,5,,
4-FM,VK3RAD 6,FM,6,53.6750,52.6750,VK3RAD,-,Mitcham,Melbourne East 6/15,X,-,100,-,3JFK,-,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",145.188383,-37.820773,QF22oe23oa,698349,229.4,224.0,19289.7,1325761.1,5,,
3-FM,VK3RAD 7,FM,7,438.5250,433.5250,VK3RAD,-,Mitcham,Melbourne,O,80,100,2.5,3JFK,123,14,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.188383,-37.820773,QF22oe23oa,698349,229.4,224.0,19289.7,1325761.1,5,,
8-DMR,VK3RAD DMR,DV,DMR,438.5250,433.5250,VK3RAD,-,Mitcham,Melbourne,O,80,100,2.5,3JFK,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.188383,-37.820773,QF22oe23oa,698349,229.4,224.0,19289.7,1325761.1,5,,
2-FM,VK3RAG 2,FM,2,146.7750,146.1750,VK3RAG,Renies,Rennies Hill,Alexandra,O,50,480,2.5,3JFK,123,14,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.705835,-37.218631,QF22us47qm,622006,231.7,225.8,92743.8,1244801.2,5,,
2-FM,VK3RAJ 2,FM,2,146.8250,146.2250,VK3RAJ,Upwey,Upwey,Melbourne E/SE,O,50,270,3,3AJ,94.8,104,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.317257,-37.90393,QF22pc83bb,695024,228.2,222.7,32197.2,1326662.8,5,,
7-P25,VK3RAJ P25,DV,P25,438.7750,431.7750,VK3RAJ,Upwey,Upwey,Melbourne,O,10,270,3,3AJ,293,96,,-7.000,7.000,"-",MINUS,DUP-,"-RPT",145.317257,-37.90393,QF22pc83bb,695024,228.2,222.7,32197.2,1326662.8,5,,
3-FM,VK3RAJ 7,FM,7,439.7500,434.7500,VK3RAJ,Upwey,Upwey,Melbourne SE,O,50,270,3,3AJ,91.5,102,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.317257,-37.90393,QF22pc83bb,695024,228.2,222.7,32197.2,1326662.8,5,,
2-FM,VK3RBA 2,FM,2,146.7500,146.1500,VK3RBA,Bunyng,Mt Buninyong,Ballarat,O,15,750,3,3WI,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",143.926465,-37.65293,QF12xi13eh,780630,235.4,231.1,93659.0,1380293.9,5,,
3-FM,VK3RBA 7,FM,7,439.2750,434.2750,VK3RBA,Bunyng,Mt Buninyong,Ballarat,O,50,750,3,3WI,91.5,6,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",143.926465,-37.65293,QF12xi13eh,780630,235.4,231.1,93659.0,1380293.9,5,,
5-FM,VK3RBA 23,FM,23,1273.9250,1293.9250,VK3RBA,Bunyng,Mt Buninyong,Ballarat,O,10,750,3,3WI,91.5,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",143.926465,-37.65293,QF12xi13eh,780630,235.4,231.1,93659.0,1380293.9,5,,
6-DV,VK3RBA AD,DV,DST,1298.7000,1298.7000,VK3RBA AD,Bunyng,Mt Buninyong,Ballarat 6/15,X,10,750,-,3BML,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",143.926465,-37.65293,QF12xi13eh,780630,235.4,231.1,93659.0,1380293.9,5,,
6-DV,VK3RBA B,DV,DST,439.9875,434.9875,VK3RBA B,Bunyng,Mt Buninyong,Ballarat 6/15,X,25,750,3,3BML,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",143.926465,-37.65293,QF12xi13eh,780630,235.4,231.1,93659.0,1380293.9,5,,
3-FM,VK3RBL 7,FM,7,439.8250,434.8250,VK3RBL,-,Bambill South,NW Victoria,O,-,-,-,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",141.508093,-34.472579,QF05sm06xn,896474,263.0,261.7,484172.0,1320964.6,5,,
3-FM,VK3RBM 7,FM,7,438.7000,433.7000,VK3RBM,-,Bacchus Marsh,Bacchus Marsh 11/16,P,100,500,3,3HF,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.416653,-37.643898,QF22ei95xl,743149,233.7,229.1,52256.5,1351701.8,5,,
3-FM,VK3RBN 7,FM,7,438.3500,433.3500,VK3RBN,-,Burrumbeet,Ballarat 10/17,U,25,389,2.5,3UBO,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",,,,,,,,,5,,
3-FM,VK3RBO 7,FM,7,438.0250,433.0250,VK3RBO,-,Specimen Hill,Bendigo,O,50,335,-,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.244345,-36.76632,QF23cf96hc,709925,241.1,236.8,132850.8,1288036.1,5,,
A-ATV,VK3RBO ATV,FM,ATV,2415.000,1250.000,VK3RBO,-,Specimen Hill,Bendigo,O,100,335,-,3WI,-,91,97,-1165.000,1165.000,"-",MINUS,DUP-,"-RPT",144.244345,-36.76632,QF23cf96hc,709925,241.1,236.8,132850.8,1288036.1,5,,
3-FM,VK3RBP 7,FM,7,439.7000,434.7000,VK3RBP,-,Horsham,Wimmera,O,25,135,-,3III,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",142.198367,-36.716182,QF13cg38tc,877875,246.3,243.4,274316.5,1415503.1,5,,
2-FM,VK3RBQ 2,FM,2,147.2000,147.8000,VK3RBQ,Dimbol,Dimboola,Wimmera,O,25,160,-,3KAY,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",142.034844,-36.452161,QF13an41el,883110,248.5,245.8,301361.6,1407836.8,5,,
2-FM,VK3RBT 2,FM,2,146.6500,146.0500,VK3RBT,GreenH,Green Hill,Ballarat,O,-,-,-,3BML,91.5,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",143.901577,-37.626423,QF12wi89ep,781047,235.6,231.4,96421.5,1379510.3,5,,
3-FM,VK3RBU 7,FM,7,438.4750,433.4750,VK3RBU,-,Mt Hollowback,Ballarat,O,40,-,2.5,3WI,91.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",143.815479,-37.440051,QF12vn74uj,777577,237.3,233.1,109992.2,1369038.0,5,,
3-FM,VK3RBW 7,FM,7,438.4500,433.4500,VK3RBW,-,Mt Gisborne,Melbourne West,O,150,650,3,3FSK,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.58707,-37.520178,QF22hl05kd,723095,234.0,229.2,46910.1,1331552.6,5,,
9-C4FM,VK3RBW 4,DV,C4FM,438.4500,433.4500,VK3RBW,-,Mt Gisborne,Melbourne West,O,150,650,3,3FSK,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",144.58707,-37.520178,QF22hl05kd,723095,234.0,229.2,46910.1,1331552.6,5,,
3-FM,VK3RBY 7,FM,7,439.6250,434.6250,VK3RBY,-,Bayswater,Melbourne,O,80,-,2,3MY,88.5,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.263938,-37.840432,QF22pd18qh,694385,228.9,223.5,26091.1,1323641.1,5,,
2-FM,VK3RCA 2,FM,2,146.6750,146.0750,VK3RCA,Torumb,Torrumbarry,Echuca,O,50,-,-,3CMZ,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",144.570348,-36.044001,QF23gw89kk,652357,246.4,242.2,199600.9,1209580.1,5,,
3-FM,VK3RCC 7,FM,7,438.0250,433.0250,VK3RCC,-,Melbourne,Melbourne City,O,160,120,-,3BKR,91.5,76,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.316285,-37.515708,QF22pl76wf,669216,231.1,225.6,45067.5,1291764.0,5,,
5-FM,VK3RCC 23,FM,23,1273.1000,1293.1000,VK3RCC,-,Melbourne,Melbourne City,O,50,120,-,3BKR,-,,,20.000,20.000,"+",PLUS,DUP+,"+RPT",145.316285,-37.515708,QF22pl76wf,669216,231.1,225.6,45067.5,1291764.0,5,,
3-FM,VK3RCD 7,FM,7,438.1875,432.7875,VK3RCD,-,Kinglake,Melbourne,O,-,600,-,3HF,-,103,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",145.316285,-37.515708,QF22pl76wf,669216,231.1,225.6,45067.5,1291764.0,5,,
9-C4FM,VK3RCD 4,DV,C4FM,438.1875,432.7875,VK3RCD,-,Kinglake,Melbourne,O,-,600,-,3HF,-,103,,-5.400,5.400,"-",MINUS,DUP-,"-RPT",145.316285,-37.515708,QF22pl76wf,669216,231.1,225.6,45067.5,1291764.0,5,,
6-DV,VK3RCE B,DV,DST,438.9125,438.9125,VK3RCE B,-,Bendigo,Bendigo (G),O,25,-,3,3CE,-,,,0.000,0.000,"+",PLUS,DUP+,"+RPT",144.303883,-36.733848,QF23dg63lv,703586,241.2,236.8,133606.4,1281787.7,5,,
3-FM,VK3RCP 7,FM,7,438.0250,433.0250,VK3RCP,-,Ouyen,Ouyen,O,-,-,-,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",142.203178,-34.451589,QF15cn41jo,832567,263.0,261.5,448485.2,1265225.9,5,,
2-FM,VK3RCR 2,FM,2,147.0750,147.6750,VK3RCR,Dande,Mt Dandenong,Melbourne,O,100,600,-,3VW,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.34661,-37.837476,QF22qd19oa,688435,228.6,223.0,33306.0,1319150.3,5,,
3-FM,VK3RCU 7,FM,7,438.4250,433.4250,VK3RCU,-,Mt Moliagul,Bendigo,O,-,527,-,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",143.646951,-36.723195,QF13tg76pk,756863,243.1,239.3,168552.9,1321382.3,5,,
2-FM,VK3RCV 2,FM,2,147.1500,147.7500,VK3RCV,Alex,Mt Alexander,Bendigo,O,20,730,3,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",144.308725,-36.990597,QF23da72bg,715631,239.1,234.6,108490.7,1302671.1,5,,
4-FM,VK3RDD 6,FM,6,53.5750,52.5750,VK3RDD,-,Cockatoo,Dandenong 6/17,X,30,385,3.5,3BJA,91.5,,,-1.000,1.000,"-",MINUS,DUP-,"-RPT",145.477019,-37.942949,QF22rb73fq,686810,227.2,221.6,46895.5,1322175.8,5,,
2-FM,VK3RDG 2,FM,2,147.1250,147.7250,VK3RDG,Delegt,Mt Delegate,Delegate,O,-,-,-,3WI,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",148.897344,-37.112673,QF42kv72qx,416572,209.5,198.4,356069.5,1096770.5,5,,
6-DV,VK3RDK C,DV,DST,146.6375,146.0375,VK3RDK C,-,Horsham,Wimmera (G),O,25,-,3,3III,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",142.20472,-36.718614,QF13cg47nm,877422,246.3,243.4,273688.3,1415249.5,5,,
2-FM,VK3RDQ 2,FM,2,144.9375,145.5375,VK3RDQ,WantE,Outer Eastern Suburbs,Melbourne,O,80,68,3,3DQ,91.5,46,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.219101,-37.881361,QF22oc68hl,700284,228.8,223.4,23213.7,1329632.2,5,,
9-C4FM,VK3RDQ 4,DV,C4FM,144.9375,145.5375,VK3RDQ,WantE,Outer Eastern Suburbs,Melbourne,O,80,68,3,3DQ,91.5,46,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.219101,-37.881361,QF22oc68hl,700284,228.8,223.4,23213.7,1329632.2,5,,
2-FM,VK3RDU 2,FM,2,146.8500,146.2500,VK3RDU,Major,Mt Major,Goulburn Valley,O,80,377,2.5,3WI,-,,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",145.694467,-36.36159,QF23up33if,573568,239.6,233.8,173577.8,1169533.4,5,,
3-FM,VK3RDU 7,FM,7,438.0750,433.0750,VK3RDU,Major,Mt Major,Goulburn Valley,O,-,377,-,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.694467,-36.36159,QF23up33if,573568,239.6,233.8,173577.8,1169533.4,5,,
3-FM,VK3RDU 7,FM,7,439.8750,434.8750,VK3RDU,Major,Mt Major,Goulburn Valley,O,40,377,2.5,3WI,-,,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.694467,-36.36159,QF23up33if,573568,239.6,233.8,173577.8,1169533.4,5,,
3-FM,VK3RDX 7,FM,7,439.6000,434.6000,VK3RDX,-,Mt Waverley,Melbourne,O,100,132,3,3HF,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.138124,-37.874466,QF22nd60nd,705474,229.2,223.9,16298.4,1333182.5,5,,
9-C4FM,VK3RDX 4,DV,C4FM,439.6000,434.6000,VK3RDX,-,Mt Waverley,Melbourne,O,100,132,3,3HF,91.5,103,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",145.138124,-37.874466,QF22nd60nd,705474,229.2,223.9,16298.4,1333182.5,5,,
2-FM,VK3REB 2,FM,2,146.9000,146.3000,VK3REB,MntNow,Mt Nowa Nowa,Bairnsdale,O,30,354,2.5,3EGC,-,35,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.090901,-37.692799,QF42bh03vr,509361,212.7,203.8,275392.7,1184153.2,5,,
2-FM,VK3REC 2,FM,2,147.1750,147.7750,VK3REC,Olind1,Olinda,Melbourne,O,40,600,2.5,3ER,-,,,0.600,0.600,"+",PLUS,DUP+,"+RPT",145.364227,-37.857864,QF22qd34qc,688612,228.3,222.8,35090.7,1320102.5,5,,
2-FM,VK3REG 2,FM,2,146.6500,146.0500,VK3REG,MntCan,Mt Cann,East Gippsland,O,40,-,2.5,3EGC,-,35,,-0.600,0.600,"-",MINUS,DUP-,"-RPT",148.978698,-37.646728,QF42li74ks,465192,205.0,195.0,353884.1,1149375.8,5,,
3-FM,VK3REG 7,FM,7,438.0250,433.0250,VK3REG,MntCan,Mt Cann,East Gippsland 6/15,X,40,-,2.5,3EGC,-,36,,-5.000,5.000,"-",MINUS,DUP-,"-RPT",148.978698,-37.646728,QF42li74ks,465192,205.0,195.0,353884.1,1149375.8,5,,
